Pass: 0.3062640104990938, 0.7681063909766785, 0.8361587767343747, 39, 0.31463347358394383, 28, 0.09833193881748398
Pass: 0.7774260791632135, 0.797729686197662, 0.4171330225088261, 45, 0.16141830317668443, 41, 0.15600681872754085
Pass: 0.5332017445142023, 0.8458837874361678, 0.6603355808668038, 2, 0.407288705424446, 16, 0.07362032828057974
Pass: 0.7331107885695374, 0.9605431849857607, 0.6174684564192731, 23, 0.33177820852614537, 32, 0.1876399373429431
False_fail: 0.4728299514687063, 0.45823487261909257, 0.045625135433835506, 17, 0.25362800544543423, 22, 0.24708053065619107
False_fail: 0.5420059250898632, 0.08555926608786324, 0.29897205323312026, 22, 0.12231831251197706, 45, 0.43808741823459785
Pass: 0.6980195172946143, 0.824702431184635, 0.9813047906175206, 31, 0.24728407633146682, 48, 0.407548815047028
Pass: 0.39021509354592443, 0.0054181403790593, 0.8615643243642769, 17, 0.1954949820853673, 44, 0.17180621307752764
Pass: 0.5809856000310385, 0.3534179919828735, 0.6849599402690361, 1, 0.28630126339388734, 29, 0.3751514392300337
Pass: 0.04616202860780061, 0.3086726945049656, 0.20388872183163775, 8, 0.0920622404486206, 24, 0.41039864090752604
Pass: 0.15011515473302628, 0.9446799638622344, 0.5193559758649068, 28, 0.0844951862609251, 5, 0.2368493457571088
Pass: 0.5169121777396692, 0.6704555988293867, 0.47593315467046704, 14, 0.09129814371873188, 21, 0.08315138751428561
Pass: 0.5979748681753585, 0.8635334933765215, 0.8662267938515125, 21, 0.467079852392903, 48, 0.06361710689946341
Pass: 0.6010963171442615, 0.9103497300681117, 0.6779042258228349, 11, 0.06464115631435166, 28, 0.32950186751917154
Pass: 0.16547306329250844, 0.5127247529023681, 0.2615252051209809, 21, 0.3609928921482387, 24, 0.3621490539365423
Pass: 0.8941464636758545, 0.5881256692890867, 0.5979025568353599, 41, 0.1621075808374701, 22, 0.24854282927717392
Pass: 0.29453945804583115, 0.8253499880536107, 0.4373380770761415, 13, 0.1409449339555025, 21, 0.30272736659556054
Pass: 0.7496641248715379, 0.1585171896914359, 0.4855411273766932, 39, 0.07621913020598825, 1, 0.2802006212724811
